"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","%D","ADP","Bye","% Owned"
"Bergin, Joe","NW","DB","Jr","241","FA","@Purd Thu 8:00PM","6","3","0%","-","4","-"
"Bryant, Khalil","Ind","DB","Jr","242","FA","@FLInt Sat 7:00PM","6","3","0%","-","10","-"
"Dowell, David","MSU","DB","Jr","243","FA","UtSt Fri 7:00PM","6","2","0%","-","3","-"
"Jansen, Garret","Iowa","DL","Jr","244","FA","NIU Sat 3:30PM","6","6","0%","-","5","-"
"Johnson, Patrick","Wisc","DB","Jr","245","FA","W Ky Fri 9:00PM","6","3","0%","-","5","-"
"Ojemudia, Michael","Iowa","DB","Jr","246","FA","NIU Sat 3:30PM","6","3","0%","-","5","-"
"Oliver, Tymir","Ill","DL","Jr","247","FA","Kent Sat 12:00PM","6","2","0%","-","5","-"
"Stevens, Lawrence","Rut","DB","So","248","FA","TxSt Sat 12:00PM","6","3","0%","-","9","-"
"Uche, Josh","Mich","LB","Jr","249","FA","@ND Sat 7:30PM","6","2","0%","-","9","-"
"Welch, Kristian","Iowa","LB","Jr","250","FA","NIU Sat 3:30PM","6","3","0%","-","5","-"
"Lee Jr., Eric","Neb","DB","Jr","251","FA","Akr Sat 8:00PM","5.5","2.75","0%","-","9","-"
"Beebe, Colton","Minn","TE,FLX","Jr","252","FA","NMSt Thu 7:00PM","5","1","0%","-","5","0%"
"Recinos, Miguel","Iowa","K","Sr","253","FA","NIU Sat 3:30PM","4.5","1.5","0%","-","5","0%"
"Polk, Brandon","PSU","WR,FLX","Jr","254","FA","App Sat 3:30PM","4","2","0%","-","6","0%"
"Skowronek, Bennett","NW","WR,FLX","Jr","255","FA","@Purd Thu 8:00PM","4","0.67","12%","-","4","0%"
"Alexander, Justice","MSU","DL","Jr","256","FA","UtSt Fri 7:00PM","4","4","0%","-","3","-"
"Booker, Dante","OHSt","LB","Sr","257","FA","OreSt Sat 12:00PM","4","4","0%","-","9","-"
"Bowen, Ja'merez","Ind","DL","Sr","258","FA","@FLInt Sat 7:00PM","4","2","0%","-","10","-"
"Campbell, Roderick","NW","DB","Jr","259","FA","@Purd Thu 8:00PM","4","2","0%","-","4","-"
"Cook, Wyatt","MD","LB","Sr","260","WW","Tex Sat 12:00PM","4","4","0%","-","5","-"
"Davis, Alex","Neb","LB","Jr","261","FA","Akr Sat 8:00PM","4","2","0%","-","9","-"
"Gibson, Jerry","Minn","DL","Sr","262","FA","NMSt Thu 7:00PM","4","2","0%","-","5","-"
"Hill, Lavert","Mich","DB","Jr","263","FA","@ND Sat 7:30PM","4","1","100%","261","9","-"
"James, Isaac","Ind","DB","Jr","264","FA","@FLInt Sat 7:00PM","4","1.33","0%","-","10","-"
"Johnson, Jan","PSU","LB","Jr","265","FA","App Sat 3:30PM","4","4","0%","-","6","-"
"Jones, Reakwon","Ind","LB","Jr","266","FA","@FLInt Sat 7:00PM","4","2","0%","-","10","-"
"Jones, Reuben","Mich","DL","Sr","267","FA","@ND Sat 7:30PM","4","2","0%","-","9","-"
"Neal, DaiShon","Neb","DL","Jr","268","FA","Akr Sat 8:00PM","4","2","0%","-","9","-"
"Owens, Gerald","MSU","DL","Sr","269","FA","UtSt Fri 7:00PM","4","4","0%","-","3","-"
"Richardson, Antwaine","MD","DB","Jr","270","FA","Tex Sat 12:00PM","4","4","0%","-","5","-"
"Taylor, Garrett","PSU","DB","Jr","271","FA","App Sat 3:30PM","4","1.33","0%","-","6","-"
"Wilson, Brandon","Ind","DL","Jr","272","FA","@FLInt Sat 7:00PM","4","2","0%","-","10","-"
"Reiff, Brady","Iowa","DL","Jr","273","FA","NIU Sat 3:30PM","3.5","3.5","0%","-","5","-"
"Edwards, Avery","MD","TE,FLX","Sr","274","FA","Tex Sat 12:00PM","2","2","0%","-","5","0%"
"Green, Cameron","NW","TE,FLX","Jr","275","FA","@Purd Thu 8:00PM","2","0.5","1%","-","4","0%"
"Sindelar, Elijah","Purd","QB,FLX","Jr","276","FA","NW Thu 8:00PM","2","0.4","0%","-","6","0%"
"Sokol, Matt","MSU","TE,FLX","Sr","277","FA","UtSt Fri 7:00PM","2","0.5","0%","-","3","0%"
"Stanley, Nate","Iowa","QB,FLX","Jr","278","FA","NIU Sat 3:30PM","2","0.4","100%","122.28","5","0%"
"Anderson, Avery","Neb","DB","Jr","279","FA","Akr Sat 8:00PM","2","2","0%","-","9","-"
"Bondoc, Evan","Wisc","DB","Sr","280","FA","W Ky Fri 9:00PM","2","2","0%","-","5","-"
"Borland, Tuf","OHSt","LB","So","281","FA","OreSt Sat 12:00PM","2","2","0%","-","9","-"
"Criddle, Alex","Purd","DL","Jr","282","FA","NW Thu 8:00PM","2","2","0%","-","6","-"
"Gifford, Luke","Neb","LB","Sr","283","FA","Akr Sat 8:00PM","2","2","0%","-","9","-"
"Golston, Chauncey","Iowa","DL","So","284","FA","NIU Sat 3:30PM","2","2","0%","-","5","-"
"Hardy, Kamal","Purd","DB","Sr","285","FA","NW Thu 8:00PM","2","2","0%","-","6","-"
"Howard, Keiron","MD","DL","Jr","286","FA","Tex Sat 12:00PM","2","2","0%","-","5","-"
"Jones, Amani","Iowa","LB","Jr","287","FA","NIU Sat 3:30PM","2","2","0%","-","5","-"
"McPhearson, Zech","PSU","DB","So","288","FA","App Sat 3:30PM","2","2","0%","-","6","-"
"Smith, O.J.","Minn","DL","Sr","289","FA","NMSt Thu 7:00PM","2","2","0%","-","5","-"
"McKeon, Sean","Mich","TE,FLX","Jr","290","FA","@ND Sat 7:30PM","1","1","76%","-","9","0%"
"Neuville, Zander","Wisc","TE,FLX","Sr","291","FA","W Ky Fri 9:00PM","1","1","0%","-","5","0%"
"Ross, Brady","Iowa","RB,FLX","Jr","292","FA","NIU Sat 3:30PM","1","0.12","0%","-","5","0%"
"Turner, DJ","MD","WR,FLX","Jr","293","FA","Tex Sat 12:00PM","1","0.33","0%","-","5","0%"
"Dobbins, J.K.","OHSt","RB,FLX","So","294","FA","OreSt Sat 12:00PM","0","0","100%","23.28","9","100%"
"Haskins, Dwayne","OHSt","QB,FLX","So","295","FA","OreSt Sat 12:00PM","0","0","100%","35.07","9","100%"
"Larkin, Jeremy","NW","RB,FLX","So","296","FA","@Purd Thu 8:00PM","0","0","100%","66.6","4","100%"
"Martinez, Adrian","Neb","QB,FLX","Fr","297","FA","Akr Sat 8:00PM","0","0","100%","143.75","9","100%"
"Nuernberger, Sean","OHSt","K","Sr","298","FA","OreSt Sat 12:00PM","0","0","100%","115.08","9","100%"
"Taylor, Jonathan","Wisc","RB,FLX","So","299","FA","W Ky Fri 9:00PM","0","0","100%","7.23","5","100%"
"Abbott, A.J.","Wisc","WR,FLX","Fr","300","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Albericci, Austin","Rut","QB,FLX","Fr","301","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Alexander, Javez","MSU","WR,FLX","Fr","302","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Alioth Jr., Chad","Neb","WR,FLX","Fr","303","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Allen, Austin","Neb","TE,FLX","Fr","304","FA","Akr Sat 8:00PM","0","0","5%","-","9","0%"
"Anderson Jr., Amad","Purd","WR,FLX","Fr","305","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Anderson, Drake","NW","RB,FLX","Fr","306","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Anderson, Evan","Purd","RB,FLX","Fr","307","WW","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Andrews, Austin","MSU","RB,FLX,DB","So","308","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Annexstad, Brock","Minn","WR,FLX","Fr","309","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Annexstad, Zack","Minn","QB,FLX","Fr","310","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Anthony, Max","Rut","RB,FLX","Jr","311","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Anthrop, Jackson","Purd","WR,FLX","So","312","FA","NW Thu 8:00PM","0","0","10%","-","6","0%"
"Arcangelo, Joe","PSU","TE,FLX","Jr","313","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Armour, Alfred","Purd","RB,FLX","Fr","314","WW","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Autman-Bell, Chris","Minn","WR,FLX","Fr","315","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Babb, Kamryn","OHSt","WR,FLX","Fr","316","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Baldwin, Matthew","OHSt","QB,FLX","Fr","317","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Banker, Christian","Neb","WR,FLX","Fr","318","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Banks, Aaron","Purd","QB,FLX","Sr","319","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Barber, Matt","MD","K","Sr","320","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Barker, Daniel","Ill","TE,FLX","Fr","321","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Barnes, Noah","MD","TE,FLX","So","322","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Barnwell, Elijah","Rut","RB,FLX,LB","Fr","323","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Barrett, Michael","Mich","RB,FLX","Fr","324","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Barton, Khylin","MSU","WR,FLX","So","325","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Bateman, Rashod","Minn","WR,FLX","Fr","326","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Baty, Ramsey","Mich","TE,FLX","Fr","327","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Bell, Greg","Neb","RB,FLX","Jr","328","FA","Akr Sat 8:00PM","0","0","100%","199.94","9","0%"
"Bell, Ronnie","Mich","WR,FLX","Fr","329","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Belt, Brody","Neb","RB,FLX","Fr","330","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Benzschawel, Luke","Wisc","TE,FLX","So","331","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Berry, Justin","Ind","WR,FLX","So","332","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Berry, Rashod","OHSt","TE,FLX","Jr","333","FA","OreSt Sat 12:00PM","0","0","20%","185.11","9","0%"
"Beyer, Shaun","Iowa","TE,FLX","So","334","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Bican, Gage","OHSt","WR,FLX","Jr","335","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Bican, Luciano","OHSt","WR,FLX","Jr","336","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Bjorson, Matt","Ind","TE,FLX","Fr","337","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Black, Tarik","Mich","WR,FLX","So","338","FA","@ND Sat 7:30PM","0","0","100%","158.6","9","0%"
"Blackshear, Raheem","Rut","RB,FLX","So","339","FA","TxSt Sat 12:00PM","0","0","7%","344.2","9","0%"
"Bobak, Christian","Ill","RB,FLX,DB","So","340","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Bonner, Jordan","Purd","WR,FLX","Fr","341","WW","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Bonner, Ra'Von","Ill","RB,FLX","So","342","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Bonner, Shaun","Ind","TE,FLX","So","343","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Bousky, Alex","NW","RB,WR,FLX","Sr","344","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Bowers, Nick","PSU","TE,FLX","Jr","345","FA","App Sat 3:30PM","0","0","9%","285.76","6","0%"
"Bowser, Isaiah","NW","RB,FLX","Fr","346","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Bradley, Jaylin","Neb","RB,FLX","So","347","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Bravo, Brian","Purd","K","Sr","348","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Bridges, Weston","MSU","RB,FLX","Fr","349","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Brooks, Blair","Iowa","WR,FLX","Fr","350","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Brown, Cameron","OHSt","WR,FLX","Fr","351","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Brown, Dre","Ill","RB,FLX","Jr","352","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Brown, Jesse","NW","RB,FLX","So","353","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Brown, Journey","PSU","RB,FLX","Fr","354","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Brown, Justin","MD","WR,FLX","Fr","355","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Brown, Matt","Mich","RB,FLX","So","356","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Brumbaugh, Legend","MD","QB,FLX","So","357","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Bryan, Kyshaun","Iowa","RB,FLX","Fr","358","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Bryant, Moses","Neb","RB,WR,FLX,DB","Fr","359","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Buckman, Luke","Mich","TE,FLX","Fr","360","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Bunch, Andrew","Neb","QB,FLX","So","361","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Burgess, Jarrett","Purd","WR,FLX","Sr","362","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Bursch, Nathan","Minn","TE,FLX","Fr","363","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Burton, Reid","MSU","RB,FLX","So","364","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Bush, AJ","Ill","QB,FLX","Sr","365","WW","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Bush, Peter","Mich","RB,FLX","Jr","366","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Campbell, Charles","Ind","K","Fr","367","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Camper, Jack","MSU","TE,FLX,DL","Fr","368","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Capehart, Tahj","MD","WR,FLX","So","369","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Caratan, George","Mich","K","Fr","370","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Cardillo, Jack","Ind","K","Fr","371","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Carollo, Danny","Purd","QB,FLX","So","372","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Carriere, Carlos","MD","WR,FLX","Fr","373","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Carter, Edwin","Ill","WR,FLX","Fr","374","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Carter, Nate","Wisc","QB,FLX","Fr","375","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Catlett, Keyron","Purd","WR,FLX","So","376","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Chaffin, Ty","Neb","WR,FLX","So","377","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Chambers, Cam","MSU","WR,FLX","So","378","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Char, Jared","Mich","RB,FLX","Jr","379","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Chatman, Jalen","Rut","QB,FLX","Fr","380","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Checa, Rafael","PSU","K","Fr","381","WW","App Sat 3:30PM","0","0","0%","-","6","0%"
"Chenal, John","Wisc","RB,FLX","Fr","382","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Chiaokhiao-Bowman, Ramaud","NW","WR,FLX","So","383","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Chisena, Dan","PSU","WR,FLX","Jr","384","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Clarkin, Brian","MD","QB,FLX","Fr","385","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Clifford, Sean","PSU","QB,FLX","Fr","386","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Coan, Jack","Wisc","QB,FLX","So","387","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Cobbs, Brian","MD","WR,FLX","Fr","388","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Coghlin, Matt","MSU","K","So","389","FA","UtSt Fri 7:00PM","0","0","11%","-","3","0%"
"Collins, Nico","Mich","WR,FLX","So","390","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Collins, Zac","Purd","K","Fr","391","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Collinsworth, Jake","Wisc","RB,FLX,LB","Fr","392","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Comma, Jayden","MD","WR,FLX","Fr","393","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Cook, Drew","Iowa","TE,FLX","Jr","394","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Cooper, Max","Iowa","WR,FLX","So","395","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Cornwell, Michael","MD","WR,TE,FLX","Sr","396","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Cromer, Alec","Neb","QB,FLX","So","397","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Cruickshank, Aron","Wisc","WR,FLX","Fr","398","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Culp, Adam","Mich","K","Fr","399","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Curtis, Kory","OHSt","QB,FLX","So","400","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Dafney, Dominique","Iowa","WR,FLX","Jr","401","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Dalton, Danny","PSU","TE,FLX","So","402","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Darien, Dae'Lun","PSU","WR,FLX,LB","So","403","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Davenport, Jahrvis","MD","WR,FLX","Sr","404","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Davidovicz, Justin","Rut","K","So","405","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Davin, Brock","OHSt","TE,FLX","Jr","406","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Davis III, Danny","Wisc","WR,FLX","So","407","FA","W Ky Fri 9:00PM","0","0","3%","305.1","5","0%"
"Davis, Drake","Ill","QB,FLX","Fr","408","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Davis, Noah","MSU","TE,FLX","So","409","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Davis, Trenard","Ill","WR,FLX","Jr","410","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Day, Theo","MSU","QB,FLX","Fr","411","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"DeSue, Tyler","MD","QB,FLX","Fr","412","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Deland, Ethan","Mich","WR,FLX","Fr","413","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Demus, Dontay","MD","WR,FLX","Fr","414","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"DiMaccio, Dominic","OHSt","K","Fr","415","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Dorris, Austin","Ind","TE,FLX","Jr","416","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Dorsey, Lou","Ill","TE,FLX","So","417","FA","Kent Sat 12:00PM","0","0","100%","151.72","5","0%"
"Dotson, Jahan","PSU","WR,FLX","Fr","418","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Dotson, Malcolm","Purd","WR,FLX","Jr","419","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Dotson, Matt","MSU","TE,FLX","So","420","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Douglas, Demetrius","Minn","WR,FLX","So","421","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Downer, Ryan","Rut","WR,FLX","Fr","422","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Duarte, Tate","OHSt","TE,FLX","Sr","423","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Dudek, Mike","Ill","WR,FLX","Sr","424","FA","Kent Sat 12:00PM","0","0","14%","193.95","5","0%"
"Dunn, Jack","Wisc","WR,FLX","So","425","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Durham, Payne","Purd","TE,FLX","Fr","426","WW","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Easley, Nick","Iowa","WR,FLX","Sr","427","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Edmonds, Nolan","Minn","RB,FLX","Fr","428","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Edwards, Berkley","Mich","RB,FLX","Sr","429","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Ellis, Bradley","Ind","WR,FLX","Fr","430","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Ellison, Morgan","Ind","RB,FLX","So","431","FA","@FLInt Sat 7:00PM","0","0","68%","270","10","0%"
"Ellison, Noah","Purd","WR,FLX","Fr","432","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Enoli, Madu","OHSt","RB,FLX","So","433","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Epstein, Mike","Ill","RB,FLX","So","434","FA","Kent Sat 12:00PM","0","0","100%","139.79","5","0%"
"Eschenbach, Jack","Wisc","TE,FLX","Fr","435","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Eshoo, Eric","NW","TE,FLX","So","436","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Eubanks, Nick","Mich","TE,FLX","Jr","437","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Eury, Nick","PSU","RB,FLX","So","438","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Evans, Samson","Iowa","WR,FLX","Fr","439","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Evans, Spencer","Purd","K","Sr","440","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Farrell, Luke","OHSt","TE,FLX","So","441","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Faulkner, Bentley","MD","K","Fr","442","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Feldman, Noah","Iowa","TE,FLX","Fr","443","FA","NIU Sat 3:30PM","0","0","0%","308.1","5","0%"
"Felton, David","Ind","WR,FLX","Fr","444","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Femi-Cole, Jonathan","Minn","RB,FLX","Jr","445","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Ferguson, Jake","Wisc","TE,FLX","Fr","446","FA","W Ky Fri 9:00PM","0","0","5%","-","5","0%"
"Ferris, Kenneth","Mich","TE,FLX","Sr","447","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Fessler, Charlie","NW","WR,FLX","Jr","448","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Files, Joseph","Mich","TE,FLX","Sr","449","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Fleet-Davis, Tayon","MD","RB,FLX","So","450","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Flowers, Emmanuel","MSU","WR,FLX,DB","Fr","451","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Folkers, Bennett","Neb","WR,FLX","Fr","452","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Frahm, Cole","Neb","K","Fr","453","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Franklin, Benaiah","Purd","WR,FLX","So","454","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Freiermuth, Pat","PSU","TE,FLX","Fr","455","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Fryfogle, Ty","Ind","WR,FLX","So","456","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Gajcak, Chris","Ind","WR,FLX","Jr","457","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Gardiner, Ellijah","OHSt","WR,FLX","Fr","458","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Garrett, Julian","Mich","RB,FLX","Fr","459","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Geary, Clay","Minn","WR,FLX","So","460","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Gebbia, Tristan","Neb","QB,FLX","Fr","461","FA","Akr Sat 8:00PM","0","0","6%","367.4","9","0%"
"Geil, Henry","Iowa","RB,FLX","Fr","462","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Gentry, Zach","Mich","TE,FLX","Sr","463","FA","@ND Sat 7:30PM","0","0","76%","-","9","0%"
"George, Daniel","PSU","WR,FLX","Fr","464","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Gianacakos, Chase","MSU","TE,FLX","Sr","465","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Gibson, Erik","Minn","WR,FLX","Fr","466","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Gill, Jaelen","OHSt","RB,FLX","Fr","467","FA","OreSt Sat 12:00PM","0","0","11%","-","9","0%"
"Grady, Kyle","Mich","QB,FLX","Fr","468","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Green, Cade","Wisc","WR,FLX","Fr","469","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Green, Carmoni","Ill","WR,FLX","So","470","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Green, Seth","Minn","QB,TE,FLX","So","471","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Green, TJ","NW","QB,FLX","Jr","472","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Gregoire, Mike","Wisc","WR,FLX","Fr","473","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Griffin, Caleb","Ill","K","Fr","474","WW","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Griffin-Stewart, Nakia","Rut","TE,FLX","Jr","475","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Groeneweg, Kyle","Iowa","WR,FLX","Sr","476","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Groshek, Garrett","Wisc","RB,FLX","So","477","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Grosz, Tyler","Mich","WR,FLX","Sr","478","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Guerendo, Isaac","Wisc","RB,FLX","Fr","479","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Haggerty, Gavin","Rut","K","Jr","480","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hahn, Cole","MSU","K","Fr","481","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
