"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","%D","ADP","Bye","GP","Yds","TD","Int","2Pa","Yds","TD","2Rc","Yds","TD","2Ru","FL","RtY","RtT"
"Johnson, Hunter","NW","QB,FLX","So","316","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Johnson, Hunter","Wisc","RB,FLX","Fr","317","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Bradford","Mich","TE,FLX","Sr","318","FA","@ND Sat 7:30PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Brandon","Ill","RB,TE,FLX","So","319","FA","Kent Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Chris","MD","WR,FLX","Sr","320","FA","Tex Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Darryl","MD","WR,FLX","Fr","321","WW","Tex Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Jeshaun","MD","WR,FLX","Fr","322","FA","Tex Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Miles","Neb","RB,WR,FLX","Fr","323","FA","Akr Sat 8:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan, Jalen","Rut","WR,TE,FLX","Fr","324","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jurgens, Cameron","Neb","TE,FLX","Fr","325","FA","Akr Sat 8:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kaiser, Brian","NW","TE,FLX","Fr","326","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kapisak, Connor","Iowa","QB,FLX","Fr","327","WW","NIU Sat 3:30PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kelly, Austin","Iowa","RB,FLX","Sr","328","FA","NIU Sat 3:30PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kieft, Ko","Minn","TE,FLX","So","329","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kitrell, Bo","Neb","RB,TE,FLX","Sr","330","FA","Akr Sat 8:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Knox, D.J.","Purd","RB,FLX","Sr","331","FA","NW Thu 8:00PM","0","0","0%","-","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Krull, Bryson","Neb","TE,FLX","Fr","332","FA","Akr Sat 8:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Krumholz, Adam","Wisc","WR,FLX","So","333","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Krumm, Nick","MSU","WR,FLX","Jr","334","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kujawa, Tommy","Iowa","TE,FLX","Fr","335","FA","NIU Sat 3:30PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kuntz, Zack","PSU","TE,FLX","Fr","336","FA","App Sat 3:30PM","0","0","0%","-","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lacewell, Zihir","Rut","WR,FLX","Fr","337","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lansbury, Will","NW","WR,FLX","Fr","338","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Leake, Javon","MD","RB,FLX","So","339","FA","Tex Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Legrone, Katerian","Neb","WR,TE,FLX","Fr","340","FA","Akr Sat 8:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Levis, Will","PSU","QB,FLX","Fr","341","FA","App Sat 3:30PM","0","0","0%","-","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lewandowski, Davis","MSU","WR,FLX","Jr","342","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lewis, Eddie","Rut","WR,FLX","Fr","343","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Liewer, Wyatt","Neb","WR,FLX","Fr","344","FA","Akr Sat 8:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Line, Ben","MSU","RB,FLX","Sr","345","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Link, Cody","NW","TE,FLX","So","346","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lloyd, Ahrod","Ind","RB,FLX","Fr","347","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lloyd, Gabe","Wisc","TE,FLX","So","348","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lockett, Calvin","Iowa","WR,FLX","Fr","349","FA","NIU Sat 3:30PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"London, Dominik","Minn","RB,FLX","Fr","350","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lucas, Collin","MSU","RB,FLX","Sr","351","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ludwig, Joe","Iowa","RB,FLX,LB","Fr","352","FA","NIU Sat 3:30PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lutz, Isaac","PSU","WR,FLX","So","353","FA","App Sat 3:30PM","0","0","0%","-","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Macius, Mickey","MSU","QB,FLX","Sr","354","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Majette, Mike","Ind","RB,FLX","Sr","355","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Major, Julian","MSU","WR,FLX","Fr","356","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Malone, Derrick","OHSt","TE,FLX","Sr","357","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mangieri, Charlie","NW","TE,FLX","Fr","358","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Manns, Jornell","Minn","WR,FLX","Fr","359","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mansell, Peyton","Iowa","QB,FLX","Fr","360","FA","NIU Sat 3:30PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marchese, Henry","Iowa","WR,FLX","Fr","361","FA","NIU Sat 3:30PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marshall, Miles","Ind","WR,FLX","Fr","362","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Martin, Jake","Mich","WR,FLX","Jr","363","FA","@ND Sat 7:30PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Martin, Oliver","Mich","WR,FLX","So","364","FA","@ND Sat 7:30PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marty, Andrew","NW","QB,FLX","Fr","365","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Masker, Matt","Neb","QB,FLX","Fr","366","FA","Akr Sat 8:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mason, Ben","Mich","RB,FLX","So","367","FA","@ND Sat 7:30PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Maxwell, Colton","PSU","WR,FLX","So","368","FA","App Sat 3:30PM","0","0","0%","-","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mays, Sam","Ill","WR,FLX","Sr","369","FA","Kent Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mazour, Wyatt","Neb","RB,FLX","Jr","370","FA","Akr Sat 8:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"McCaffrey, Dylan","Mich","QB,FLX","So","371","FA","@ND Sat 7:30PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"McCall, Demario","OHSt","RB,WR,FLX","So","372","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"McCurry, Jake","Mich","WR,FLX,DB","So","373","FA","@ND Sat 7:30PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"McGowan, Kyric","NW","WR,FLX","So","374","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"McGriff, Justin","Neb","WR,FLX","Fr","375","FA","Akr Sat 8:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"McKeon, Sean","Mich","TE,FLX","Jr","376","FA","@ND Sat 7:30PM","0","0","76%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"McLaurin, Terry","OHSt","WR,FLX","Sr","377","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"McMahon, Amari","OHSt","RB,FLX","Jr","378","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Miller, Cam","Ill","QB,FLX","So","379","FA","Kent Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MIlton, Joe","Mich","QB,FLX","Fr","380","FA","@ND Sat 7:30PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Moore, Rondale","Purd","WR,FLX","Fr","381","WW","NW Thu 8:00PM","0","0","2%","-","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Morgan, Teldrick","MD","WR,FLX","Sr","382","FA","Tex Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Morse, Matt","Minn","WR,FLX","Jr","383","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Muhammad, Mustapha","Mich","TE,FLX","Fr","384","WW","@ND Sat 7:30PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Murphy, Cole","Rut","WR,FLX","Jr","385","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mustapha, Taj","Wisc","WR,FLX","Fr","386","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Myers, Brandon","Rut","RB,FLX","Fr","387","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Navarro, Donny","Ill","WR,FLX","So","388","FA","Kent Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nelson, Craig","Ind","RB,FLX","Fr","389","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nelson, Laress","MSU","WR,FLX","So","390","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nelson, Sean","MD","WR,FLX","Fr","391","FA","Tex Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Neuville, Zander","Wisc","TE,FLX","Sr","392","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Niro III, Raymond","NW","WR,FLX","Fr","393","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nittolo, Rob","Rut","QB,FLX","Sr","394","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Norwood, Jakari","Ill","RB,FLX","Fr","395","FA","Kent Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"O'Connell, Aidan","Purd","QB,FLX","Fr","396","FA","NW Thu 8:00PM","0","0","0%","-","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oelsner, Alex","NW","TE,FLX","Fr","397","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ogwuegbu, Ikechukwu","MD","RB,FLX","Jr","398","FA","Tex Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Okonkwo, Chigoziem","MD","TE,FLX","Fr","399","FA","Tex Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Olave, Chris","OHSt","WR,FLX","Fr","400","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pabst, Johnny","Ind","QB,FLX","Fr","401","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pallissard, Turner","Iowa","RB,FLX","Fr","402","FA","NIU Sat 3:30PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Palmer, Griffin","Ill","TE,FLX","So","403","FA","Kent Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Park, Andrew","MD","TE,FLX","Fr","404","FA","Tex Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Paulson, Jake","Minn","TE,FLX","Fr","405","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pechac, Kristian","Ind","RB,FLX","Fr","406","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Perry, Emmet","Wisc","WR,FLX","Fr","407","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Perry, Grant","Mich","WR,FLX","Sr","408","FA","@ND Sat 7:30PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Peters, Brandon","Mich","QB,FLX","Jr","409","FA","@ND Sat 7:30PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Petras, Spencer","Iowa","QB,FLX","Fr","410","FA","NIU Sat 3:30PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Philyor, Whop","Ind","WR,FLX","So","411","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pickerign, Samuel","Minn","QB,FLX","Fr","412","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pihlstrom, Alex","Ill","TE,FLX","Fr","413","FA","Kent Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pimentel, Jonathan","Rut","TE,FLX","Fr","414","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pittman, Darius","Purd","TE,FLX","So","415","FA","NW Thu 8:00PM","0","0","0%","-","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Plocki, Tyler","Mich","RB,FLX","So","416","FA","@ND Sat 7:30PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Plummer, Jack","Purd","QB,FLX","Fr","417","FA","NW Thu 8:00PM","0","0","0%","-","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Prater, Garyn","OHSt","WR,FLX","So","418","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Prather, James","NW","TE,FLX","Sr","419","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pugh, Aslan","Rut","RB,FLX","So","420","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pugh, Trey","NW","TE,FLX","So","421","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rafdal, Kurt","Neb","TE,FLX","Fr","422","FA","Akr Sat 8:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ragaini, Nico","Iowa","WR,FLX","Fr","423","FA","NIU Sat 3:30PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reams, Caleb","Ill","WR,TE,FLX","Jr","424","FA","Kent Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reese, Steven","NW","WR,FLX","Jr","425","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reimers, Bryan","Neb","WR,FLX","Sr","426","FA","Akr Sat 8:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rivers II, M.J.","Ill","QB,FLX","Fr","427","FA","Kent Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Robbins, Brandon","Neb","WR,FLX","Fr","428","FA","Akr Sat 8:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Roberts, Austin","Ill","RB,TE,FLX","Sr","429","FA","Kent Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Roberts, Jelani","NW","WR,FLX","Sr","430","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Robinson, Daevon","Rut","WR,FLX","Fr","431","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Robinson, Matt","Ill","QB,FLX","Fr","432","FA","Kent Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rose, Austin","Neb","RB,FLX","Sr","433","FA","Akr Sat 8:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rosenthal, Max","MSU","RB,FLX","Fr","434","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Roski, Zack","MD","TE,FLX","So","435","FA","Tex Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ross, Brady","Iowa","RB,FLX","Jr","436","FA","NIU Sat 3:30PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rossi, Mitch","OHSt","RB,FLX","So","437","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ruth, Connor","Neb","RB,FLX","Fr","438","FA","Akr Sat 8:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Saari, Mark","Wisc","RB,FLX","Sr","439","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sampson, Cormac","Wisc","TE,FLX","Fr","440","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Samuels, O'Maury","Mich","RB,FLX","So","441","FA","@ND Sat 7:30PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sandy, Carlos","Ill","WR,FLX","Fr","442","FA","Kent Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Santaga, Jon","Minn","QB,FLX,DB","Fr","443","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sargent, Mekhi","Iowa","RB,FLX","So","444","WW","NIU Sat 3:30PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sargent, Noah","MSU","RB,FLX","So","445","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Saunders, C.J.","OHSt","WR,FLX","Sr","446","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Schipper, Brady","Wisc","WR,FLX","Fr","447","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Schmidt, Ryan","Iowa","QB,FLX","Jr","448","FA","NIU Sat 3:30PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Schoenle, Nate","Mich","WR,FLX","Jr","449","FA","@ND Sat 7:30PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Schoonmaker, Luke","Mich","TE,FLX","Fr","450","WW","@ND Sat 7:30PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Schulte, Bryce","Iowa","TE,FLX","Fr","451","FA","NIU Sat 3:30PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Schwob, Robert","MD","TE,FLX","So","452","FA","Tex Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scott, Stevie","Ind","RB,FLX","Fr","453","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Selzer, Carter","Mich","TE,FLX","So","454","FA","@ND Sat 7:30PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sessa, Michael","Mich","QB,FLX","Jr","455","FA","@ND Sat 7:30PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seybert, Matt","MSU","TE,FLX,DL","Jr","456","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shayotovich, Luke","Ind","WR,FLX","Fr","457","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shoop, Tyler","PSU","WR,FLX","Jr","458","FA","App Sat 3:30PM","0","0","0%","-","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shuster, Michael","PSU","QB,FLX","So","459","FA","App Sat 3:30PM","0","0","0%","-","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sims, Kenyon","Ill","RB,FLX","Fr","460","FA","Kent Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sipe, Nick","Purd","QB,FLX","Fr","461","FA","NW Thu 8:00PM","0","0","0%","-","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Smith, Aidan","NW","QB,FLX","So","462","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Smith, L'Christian","OHSt","WR,FLX","Fr","463","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Snead, Brian","OHSt","RB,FLX","Fr","464","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sneed, Trey","Rut","RB,FLX","So","465","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Snorweah, Charles","Rut","RB,FLX","Jr","466","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sowards, Brandon","MSU","WR,FLX","Sr","467","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Spann-Ford, Brevyn","Minn","TE,FLX","Fr","468","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sparks, Jared","Purd","QB,WR,FLX","So","469","FA","NW Thu 8:00PM","0","0","10%","-","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stacy, Cam","Ill","WR,FLX","Fr","470","WW","Kent Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stampley, Dominic","Ill","WR,FLX","So","471","WW","Kent Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stillmunkes, Kordell","Iowa","RB,FLX","Fr","472","FA","NIU Sat 3:30PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Subbert, Ben","Iowa","TE,FLX","Fr","473","FA","NIU Sat 3:30PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sullivan-Brown, Cam","PSU","WR,FLX","Fr","474","FA","App Sat 3:30PM","0","0","0%","-","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taylor, Coran","Ill","QB,FLX","Fr","475","FA","Kent Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taylor, Kory","Purd","WR,FLX","Fr","476","WW","NW Thu 8:00PM","0","0","0%","-","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taylor, Kurt","Mich","RB,FLX","So","477","FA","@ND Sat 7:30PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taylor, Prince","Rut","WR,FLX","So","478","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thomas, Alante","MSU","RB,FLX","So","479","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thomas, Connor","Ind","RB,FLX","So","480","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
