"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","%D","ADP","Bye","% Owned"
"Baldwin, Matthew","OHSt","QB,FLX","Fr","518","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Banker, Christian","Neb","WR,FLX","Fr","519","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Banks, Aaron","Purd","QB,FLX","Sr","520","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Barber, Matt","MD","K","Sr","521","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Barker, Daniel","Ill","TE,FLX","Fr","522","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Barnwell, Elijah","Rut","RB,FLX,LB","Fr","523","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Barrett, Michael","Mich","RB,FLX","Fr","524","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Barton, Khylin","MSU","WR,FLX","So","525","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Bateman, Rashod","Minn","WR,FLX","Fr","526","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Baty, Ramsey","Mich","TE,FLX","Fr","527","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Beebe, Colton","Minn","TE,FLX","Jr","528","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Bell, Greg","Neb","RB,FLX","Jr","529","FA","Akr Sat 8:00PM","0","0","100%","199.94","9","0%"
"Bell, Ronnie","Mich","WR,FLX","Fr","530","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Belt, Brody","Neb","RB,FLX","Fr","531","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Benzschawel, Luke","Wisc","TE,FLX","So","532","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Berry, Justin","Ind","WR,FLX","So","533","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Beyer, Shaun","Iowa","TE,FLX","So","534","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Bican, Gage","OHSt","WR,FLX","Jr","535","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Bican, Luciano","OHSt","WR,FLX","Jr","536","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Bjorson, Matt","Ind","TE,FLX","Fr","537","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Bonner, Jordan","Purd","WR,FLX","Fr","538","WW","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Bonner, Shaun","Ind","TE,FLX","So","539","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Bousky, Alex","NW","RB,WR,FLX","Sr","540","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Bowser, Isaiah","NW","RB,FLX","Fr","541","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Bravo, Brian","Purd","K","Sr","542","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Bridges, Weston","MSU","RB,FLX","Fr","543","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Brooks, Blair","Iowa","WR,FLX","Fr","544","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Brown, Cameron","OHSt","WR,FLX","Fr","545","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Brown, Journey","PSU","RB,FLX","Fr","546","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Brown, Justin","MD","WR,FLX","Fr","547","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Brown, Matt","Mich","RB,FLX","So","548","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Brumbaugh, Legend","MD","QB,FLX","So","549","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Bryan, Kyshaun","Iowa","RB,FLX","Fr","550","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Bryant, Moses","Neb","RB,WR,FLX,DB","Fr","551","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Buckman, Luke","Mich","TE,FLX","Fr","552","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Bunch, Andrew","Neb","QB,FLX","So","553","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Bursch, Nathan","Minn","TE,FLX","Fr","554","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Burton, Reid","MSU","RB,FLX","So","555","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Bush, Peter","Mich","RB,FLX","Jr","556","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Campbell, Charles","Ind","K","Fr","557","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Camper, Jack","MSU","TE,FLX,DL","Fr","558","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Capehart, Tahj","MD","WR,FLX","So","559","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Caratan, George","Mich","K","Fr","560","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Cardillo, Jack","Ind","K","Fr","561","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Carollo, Danny","Purd","QB,FLX","So","562","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Carriere, Carlos","MD","WR,FLX","Fr","563","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Carter, Edwin","Ill","WR,FLX","Fr","564","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Carter, Nate","Wisc","QB,FLX","Fr","565","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Chaffin, Ty","Neb","WR,FLX","So","566","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Char, Jared","Mich","RB,FLX","Jr","567","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Chatman, Jalen","Rut","QB,FLX","Fr","568","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Checa, Rafael","PSU","K","Fr","569","WW","App Sat 3:30PM","0","0","0%","-","6","0%"
"Chenal, John","Wisc","RB,FLX","Fr","570","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Chisena, Dan","PSU","WR,FLX","Jr","571","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Clarkin, Brian","MD","QB,FLX","Fr","572","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Clifford, Sean","PSU","QB,FLX","Fr","573","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Coan, Jack","Wisc","QB,FLX","So","574","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Cobbs, Brian","MD","WR,FLX","Fr","575","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Collins, Zac","Purd","K","Fr","576","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Collinsworth, Jake","Wisc","RB,FLX,LB","Fr","577","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Comma, Jayden","MD","WR,FLX","Fr","578","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Cook, Drew","Iowa","TE,FLX","Jr","579","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Cornwell, Michael","MD","WR,TE,FLX","Sr","580","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Cromer, Alec","Neb","QB,FLX","So","581","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Cruickshank, Aron","Wisc","WR,FLX","Fr","582","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Culp, Adam","Mich","K","Fr","583","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Curtis, Kory","OHSt","QB,FLX","So","584","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Dafney, Dominique","Iowa","WR,FLX","Jr","585","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Dalton, Danny","PSU","TE,FLX","So","586","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Darien, Dae'Lun","PSU","WR,FLX,LB","So","587","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Davidovicz, Justin","Rut","K","So","588","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Davin, Brock","OHSt","TE,FLX","Jr","589","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Davis, Drake","Ill","QB,FLX","Fr","590","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Day, Theo","MSU","QB,FLX","Fr","591","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"DeSue, Tyler","MD","QB,FLX","Fr","592","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Deal, Taiwan","Wisc","RB,FLX","Sr","593","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Deland, Ethan","Mich","WR,FLX","Fr","594","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Demus, Dontay","MD","WR,FLX","Fr","595","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"DiMaccio, Dominic","OHSt","K","Fr","596","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Dorris, Austin","Ind","TE,FLX","Jr","597","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Dotson, Jahan","PSU","WR,FLX","Fr","598","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Dotson, Malcolm","Purd","WR,FLX","Jr","599","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Downer, Ryan","Rut","WR,FLX","Fr","600","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Duarte, Tate","OHSt","TE,FLX","Sr","601","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Duncan, Keith","Iowa","K","So","602","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Dunn, Jack","Wisc","WR,FLX","So","603","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Durham, Payne","Purd","TE,FLX","Fr","604","WW","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Edmonds, Nolan","Minn","RB,FLX","Fr","605","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Ellis, Bradley","Ind","WR,FLX","Fr","606","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Ellison, Noah","Purd","WR,FLX","Fr","607","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Enoli, Madu","OHSt","RB,FLX","So","608","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Eschenbach, Jack","Wisc","TE,FLX","Fr","609","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Eshoo, Eric","NW","TE,FLX","So","610","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Eury, Nick","PSU","RB,FLX","So","611","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Evans, Samson","Iowa","WR,FLX","Fr","612","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Faulkner, Bentley","MD","K","Fr","613","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Feldman, Noah","Iowa","TE,FLX","Fr","614","FA","NIU Sat 3:30PM","0","0","0%","308.1","5","0%"
"Felton, David","Ind","WR,FLX","Fr","615","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Ferguson, Jake","Wisc","TE,FLX","Fr","616","FA","W Ky Fri 9:00PM","0","0","5%","-","5","0%"
"Ferris, Kenneth","Mich","TE,FLX","Sr","617","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Files, Joseph","Mich","TE,FLX","Sr","618","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Fleet-Davis, Tayon","MD","RB,FLX","So","619","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Flowers, Emmanuel","MSU","WR,FLX,DB","Fr","620","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Folkers, Bennett","Neb","WR,FLX","Fr","621","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Frahm, Cole","Neb","K","Fr","622","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Franklin, Benaiah","Purd","WR,FLX","So","623","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Freiermuth, Pat","PSU","TE,FLX","Fr","624","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Gajcak, Chris","Ind","WR,FLX","Jr","625","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Gardiner, Ellijah","OHSt","WR,FLX","Fr","626","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Garrett, Julian","Mich","RB,FLX","Fr","627","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Geary, Clay","Minn","WR,FLX","So","628","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Gebbia, Tristan","Neb","QB,FLX","Fr","629","FA","Akr Sat 8:00PM","0","0","6%","367.4","9","0%"
"Geil, Henry","Iowa","RB,FLX","Fr","630","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"George, Daniel","PSU","WR,FLX","Fr","631","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Gianacakos, Chase","MSU","TE,FLX","Sr","632","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Gibson, Erik","Minn","WR,FLX","Fr","633","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Gill, Jaelen","OHSt","RB,FLX","Fr","634","FA","OreSt Sat 12:00PM","0","0","11%","-","9","0%"
"Gossage, Paul","Minn","WR,FLX","Jr","635","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Grady, Kyle","Mich","QB,FLX","Fr","636","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Green, Cade","Wisc","WR,FLX","Fr","637","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Green, Seth","Minn","QB,TE,FLX","So","638","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Green, TJ","NW","QB,FLX","Jr","639","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Gregoire, Mike","Wisc","WR,FLX","Fr","640","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Griffin, Caleb","Ill","K","Fr","641","WW","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Groeneweg, Kyle","Iowa","WR,FLX","Sr","642","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Grosz, Tyler","Mich","WR,FLX","Sr","643","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Guerendo, Isaac","Wisc","RB,FLX","Fr","644","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Haggerty, Gavin","Rut","K","Jr","645","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hahn, Cole","MSU","K","Fr","646","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Hallock, Tanner","MSU","RB,FLX,LB","Fr","647","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Hamilton, Tyler","Purd","WR,FLX","Fr","648","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Hamler, KJ","PSU","WR,FLX","Fr","649","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Hanaoka, Chad","NW","RB,FLX","Sr","650","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Hanks, Javis","Rut","WR,FLX","Fr","651","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Harrell, Deron","Wisc","WR,FLX,DB","Fr","652","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Haskins, Hassan","Mich","RB,FLX","Fr","653","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Haubeil, Blake","OHSt","K","So","654","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hausmann, Jake","OHSt","TE,FLX","So","655","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hayek, Tyler","Rut","WR,FLX","Fr","656","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hayes, C.J.","MSU","WR,FLX","Fr","657","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Hayes, Ryan","Mich","TE,FLX","Fr","658","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Hemphill, Austin","Neb","RB,FLX","Jr","659","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Hendershot, Peyton","Ind","TE,FLX","Fr","660","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Hewitt, Jacolby","Ind","WR,FLX","Fr","661","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Hewlett, Joe","Mich","RB,FLX","Sr","662","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Hill-Hunt, Mufi","MSU","TE,FLX,DL","So","663","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Hilling, Vlad","PSU","K","Fr","664","WW","App Sat 3:30PM","0","0","0%","-","6","0%"
"Hintze, Zach","Wisc","K","Jr","665","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Hippenhammer, Mac","PSU","WR,FLX","Fr","666","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Hoenstine, Alex","PSU","WR,FLX","Fr","667","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Hohenstein, Branden","Neb","TE,FLX","So","668","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Holland, Jonathan","PSU","TE,FLX","Jr","669","FA","App Sat 3:30PM","0","0","1%","-","6","0%"
"Holm, Justin","Neb","WR,FLX","Fr","670","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Holman, Berkeley","NW","WR,FLX","Fr","671","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Holman, Zac","Ill","WR,FLX,DB","Sr","672","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Holmes, Jordan","Ill","WR,FLX","Fr","673","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Homan, Myles","Purd","K","Jr","674","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Honas, Todd","Neb","WR,FLX","So","675","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Hoover, Zach","OHSt","K","So","676","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Horvath, Alexander","Purd","RB,FLX","Fr","677","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Hunt, Andre","Neb","WR,FLX","Fr","678","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Hunt, Tyler","MSU","K","Fr","679","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Ibrahim, Mohamed","Minn","RB,FLX","Fr","680","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Inzerillo, Paul","MD","K","So","681","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Ivy, TJ","Ind","TE,FLX","Fr","682","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Jackson, Paul","Wisc","WR,FLX,LB","Sr","683","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"James, Ryan","Purd","WR,FLX","Fr","684","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Janes, Max","Minn","TE,FLX","Fr","685","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Jarrell, MJ","MD","WR,FLX","Fr","686","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Jefferson, JJ","NW","WR,FLX","Fr","687","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Jelen, Preston","Minn","RB,FLX","Fr","688","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Johnson, Hunter","Wisc","RB,FLX","Fr","689","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Jones, Bradford","Mich","TE,FLX","Sr","690","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Jones, Brandon","Ill","RB,TE,FLX","So","691","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Jones, Chris","MD","WR,FLX","Sr","692","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Jones, Darryl","MD","WR,FLX","Fr","693","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Jones, Jeshaun","MD","WR,FLX","Fr","694","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Jones, Miles","Neb","RB,WR,FLX","Fr","695","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Jones, Shameen","Rut","WR,FLX","Fr","696","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Jordan, Jalen","Rut","WR,TE,FLX","Fr","697","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Jurgens, Cameron","Neb","TE,FLX","Fr","698","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Justus, Logan","Ind","K","Jr","699","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Kaiser, Brian","NW","TE,FLX","Fr","700","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Kapisak, Connor","Iowa","QB,FLX","Fr","701","WW","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Kelly, Austin","Iowa","RB,FLX","Sr","702","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Kitrell, Bo","Neb","RB,TE,FLX","Sr","703","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Kristan, Bryan","OHSt","K","Sr","704","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Krull, Bryson","Neb","TE,FLX","Fr","705","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Krumholz, Adam","Wisc","WR,FLX","So","706","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Krumm, Nick","MSU","WR,FLX","Jr","707","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Kujawa, Tommy","Iowa","TE,FLX","Fr","708","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Kuntz, Zack","PSU","TE,FLX","Fr","709","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Lacewell, Zihir","Rut","WR,FLX","Fr","710","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Landis, Carson","PSU","K","Fr","711","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Lansbury, Will","NW","WR,FLX","Fr","712","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Larsh, Collin","Wisc","K","Fr","713","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Legrone, Katerian","Neb","WR,TE,FLX","Fr","714","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Levis, Will","PSU","QB,FLX","Fr","715","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Lewandowski, Davis","MSU","WR,FLX","Jr","716","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Lewis, Eddie","Rut","WR,FLX","Fr","717","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Lewis, Rayshad","MD","WR,FLX,DB","So","718","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Liewer, Wyatt","Neb","WR,FLX","Fr","719","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Line, Ben","MSU","RB,FLX","Sr","720","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Lloyd, Ahrod","Ind","RB,FLX","Fr","721","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Lloyd, Gabe","Wisc","TE,FLX","So","722","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Lockett, Calvin","Iowa","WR,FLX","Fr","723","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Lombardi, Rocky","MSU","QB,FLX","Fr","724","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"London, Dominik","Minn","RB,FLX","Fr","725","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Lucas, Collin","MSU","RB,FLX","Sr","726","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Luckenbaugh, Drew","NW","K","So","727","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Ludwig, Joe","Iowa","RB,FLX,LB","Fr","728","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Lutz, Isaac","PSU","WR,FLX","So","729","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"MIlton, Joe","Mich","QB,FLX","Fr","730","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Macius, Mickey","MSU","QB,FLX","Sr","731","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Mack, John","Minn","K","So","732","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Major, Julian","MSU","WR,FLX","Fr","733","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Malone, Derrick","OHSt","TE,FLX","Sr","734","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Mangieri, Charlie","NW","TE,FLX","Fr","735","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Manns, Jornell","Minn","WR,FLX","Fr","736","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Mansell, Peyton","Iowa","QB,FLX","Fr","737","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Marchese, Henry","Iowa","WR,FLX","Fr","738","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Marshall, Miles","Ind","WR,FLX","Fr","739","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Martell, Tate","OHSt","QB,FLX","Fr","740","FA","OreSt Sat 12:00PM","0","0","0%","515.5","9","0%"
"Martin, Jake","Mich","WR,FLX","Jr","741","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Martin, Oliver","Mich","WR,FLX","So","742","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Marty, Andrew","NW","QB,FLX","Fr","743","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Masker, Matt","Neb","QB,FLX","Fr","744","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Maxwell, Colton","PSU","WR,FLX","So","745","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Mays, Sam","Ill","WR,FLX","Sr","746","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Mazour, Wyatt","Neb","RB,FLX","Jr","747","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"McCaffrey, Dylan","Mich","QB,FLX","So","748","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"McCourt, James","Ill","K","So","749","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"McCurry, Jake","Mich","WR,FLX,DB","So","750","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"McFarland, Anthony","MD","RB,FLX","Fr","751","FA","Tex Sat 12:00PM","0","0","3%","500.1","5","0%"
"McGriff, Justin","Neb","WR,FLX","Fr","752","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"McKenna, Jack","MSU","K","Fr","753","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"McMahon, Amari","OHSt","RB,FLX","Jr","754","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"McQuitty, Jaevon","Neb","WR,FLX","Fr","755","FA","Akr Sat 8:00PM","0","0","5%","-","9","0%"
"Moody, Jake","Mich","K","Fr","756","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
