"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","Bye","% Owned","+/-","GP","Yds","TD","Int","2Pa","Yds","TD","2Rc","Yds","TD","2Ru","FL","RtY","RtT"
"Barnes, Noah","MD","TE,FLX","So","159","FA","Tex Sat 12:00PM","1","1","5","0%","0%","1","0","0","0","0","0","0","0","0","0","0","0","18","0"
"Bobak, Christian","Ill","RB,FLX,DB","So","160","FA","Kent Sat 12:00PM","1","0.25","5","0%","0%","4","0","0","0","0","0","0","0","-1","0","0","0","10","0"
"Cooper, Max","Iowa","WR,FLX","So","161","FA","NIU Sat 3:30PM","1","1","5","0%","0%","1","0","0","0","0","0","0","0","0","0","0","0","12","0"
"Dotson, Matt","MSU","TE,FLX","So","162","FA","UtSt Fri 7:00PM","1","0.5","3","0%","0%","2","0","0","0","0","19","0","0","0","0","0","0","0","0"
"Edwards, Avery","MD","TE,FLX","Sr","163","FA","Tex Sat 12:00PM","1","1","5","0%","0%","1","0","0","0","0","0","0","0","0","0","0","0","14","0"
"Farrell, Luke","OHSt","TE,FLX","So","164","FA","OreSt Sat 12:00PM","1","0.5","9","0%","0%","2","0","0","0","0","19","0","0","0","0","0","0","0","0"
"Fryfogle, Ty","Ind","WR,FLX","So","165","FA","@FLInt Sat 7:00PM","1","1","10","0%","0%","1","0","0","0","0","13","0","0","0","0","0","0","0","0"
"Kieft, Ko","Minn","TE,FLX","So","166","FA","NMSt Thu 7:00PM","1","0.5","5","0%","0%","2","0","0","0","0","17","0","0","0","0","0","0","0","0"
"McGowan, Kyric","NW","WR,FLX","So","167","FA","@Purd Thu 8:00PM","1","0.25","4","0%","0%","3","0","0","0","0","22","0","0","0","0","0","0","0","0"
"Pittman, Darius","Purd","TE,FLX","So","168","FA","NW Thu 8:00PM","1","0.5","6","0%","0%","2","0","0","0","0","7","0","0","0","0","0","0","16","0"
"Rose, Austin","Neb","RB,FLX","Sr","169","FA","Akr Sat 8:00PM","1","1","9","0%","0%","1","0","0","0","0","0","0","0","0","0","0","0","13","0"
"Vokolek, Travis","Rut","TE,FLX","So","170","FA","TxSt Sat 12:00PM","1","1","9","0%","0%","1","0","0","0","0","14","0","0","0","0","0","0","0","0"
"Wieting, Nate","Iowa","TE,FLX","Jr","171","FA","NIU Sat 3:30PM","1","1","5","0%","0%","1","0","0","0","0","17","0","0","0","0","0","0","0","0"
"Martinez, Adrian","Neb","QB,FLX","Fr","172","FA","Akr Sat 8:00PM","0","0","9","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Westbrook, Nick","Ind","WR,FLX","Jr","173","FA","@FLInt Sat 7:00PM","0","0","10","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Abbott, A.J.","Wisc","WR,FLX","Fr","174","WW","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Albericci, Austin","Rut","QB,FLX","Fr","175","WW","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alexander, Javez","MSU","WR,FLX","Fr","176","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alioth Jr., Chad","Neb","WR,FLX","Fr","177","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Allen, Austin","Neb","TE,FLX","Fr","178","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anderson Jr., Amad","Purd","WR,FLX","Fr","179","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anderson, Drake","NW","RB,FLX","Fr","180","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anderson, Evan","Purd","RB,FLX","Fr","181","WW","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrews, Austin","MSU","RB,FLX,DB","So","182","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Annexstad, Brock","Minn","WR,FLX","Fr","183","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Annexstad, Zack","Minn","QB,FLX","Fr","184","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Arcangelo, Joe","PSU","TE,FLX","Jr","185","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Armour, Alfred","Purd","RB,FLX","Fr","186","WW","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Autman-Bell, Chris","Minn","WR,FLX","Fr","187","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Babb, Kamryn","OHSt","WR,FLX","Fr","188","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Baldwin, Matthew","OHSt","QB,FLX","Fr","189","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Banker, Christian","Neb","WR,FLX","Fr","190","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Banks, Aaron","Purd","QB,FLX","Sr","191","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Barker, Daniel","Ill","TE,FLX","Fr","192","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Barnwell, Elijah","Rut","RB,FLX,LB","Fr","193","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Barrett, Michael","Mich","RB,FLX","Fr","194","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Barton, Khylin","MSU","WR,FLX","So","195","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bateman, Rashod","Minn","WR,FLX","Fr","196","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Baty, Ramsey","Mich","TE,FLX","Fr","197","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Beebe, Colton","Minn","TE,FLX","Jr","198","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bell, Greg","Neb","RB,FLX","Jr","199","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bell, Ronnie","Mich","WR,FLX","Fr","200","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Belt, Brody","Neb","RB,FLX","Fr","201","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Benzschawel, Luke","Wisc","TE,FLX","So","202","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Berry, Justin","Ind","WR,FLX","So","203","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Beyer, Shaun","Iowa","TE,FLX","So","204","FA","NIU Sat 3:30PM","0","0","5","0%","0%","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bican, Gage","OHSt","WR,FLX","Jr","205","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bican, Luciano","OHSt","WR,FLX","Jr","206","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bjorson, Matt","Ind","TE,FLX","Fr","207","WW","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bonner, Jordan","Purd","WR,FLX","Fr","208","WW","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bonner, Shaun","Ind","TE,FLX","So","209","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bousky, Alex","NW","RB,WR,FLX","Sr","210","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","1","0","0","0","0","0","0","0","6","0","0","0","0","0"
"Bowser, Isaiah","NW","RB,FLX","Fr","211","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bridges, Weston","MSU","RB,FLX","Fr","212","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brooks, Blair","Iowa","WR,FLX","Fr","213","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brown, Cameron","OHSt","WR,FLX","Fr","214","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brown, Journey","PSU","RB,FLX","Fr","215","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brown, Justin","MD","WR,FLX","Fr","216","WW","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brown, Matt","Mich","RB,FLX","So","217","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brumbaugh, Legend","MD","QB,FLX","So","218","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryan, Kyshaun","Iowa","RB,FLX","Fr","219","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryant, Moses","Neb","RB,WR,FLX,DB","Fr","220","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Buckman, Luke","Mich","TE,FLX","Fr","221","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bunch, Andrew","Neb","QB,FLX","So","222","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bursch, Nathan","Minn","TE,FLX","Fr","223","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Burton, Reid","MSU","RB,FLX","So","224","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bush, Peter","Mich","RB,FLX","Jr","225","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Camper, Jack","MSU","TE,FLX,DL","Fr","226","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Capehart, Tahj","MD","WR,FLX","So","227","FA","Tex Sat 12:00PM","0","0","5","0%","0%","1","0","0","0","0","6","0","0","0","0","0","0","0","0"
"Carollo, Danny","Purd","QB,FLX","So","228","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carriere, Carlos","MD","WR,FLX","Fr","229","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carter, Edwin","Ill","WR,FLX","Fr","230","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carter, Nate","Wisc","QB,FLX","Fr","231","WW","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chaffin, Ty","Neb","WR,FLX","So","232","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Char, Jared","Mich","RB,FLX","Jr","233","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chatman, Jalen","Rut","QB,FLX","Fr","234","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chenal, John","Wisc","RB,FLX","Fr","235","WW","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chisena, Dan","PSU","WR,FLX","Jr","236","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Clarkin, Brian","MD","QB,FLX","Fr","237","WW","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Clifford, Sean","PSU","QB,FLX","Fr","238","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Coan, Jack","Wisc","QB,FLX","So","239","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","3","36","0","0","0","0","0","0","0","0","0","0","0","0"
"Cobbs, Brian","MD","WR,FLX","Fr","240","WW","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Collinsworth, Jake","Wisc","RB,FLX,LB","Fr","241","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Comma, Jayden","MD","WR,FLX","Fr","242","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cook, Drew","Iowa","TE,FLX","Jr","243","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cornwell, Michael","MD","WR,TE,FLX","Sr","244","FA","Tex Sat 12:00PM","0","0","5","0%","0%","1","0","0","0","0","5","0","0","0","0","0","0","0","0"
"Cromer, Alec","Neb","QB,FLX","So","245","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cruickshank, Aron","Wisc","WR,FLX","Fr","246","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Curtis, Kory","OHSt","QB,FLX","So","247","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dafney, Dominique","Iowa","WR,FLX","Jr","248","FA","NIU Sat 3:30PM","0","0","5","0%","0%","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dalton, Danny","PSU","TE,FLX","So","249","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Darien, Dae'Lun","PSU","WR,FLX,LB","So","250","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Davin, Brock","OHSt","TE,FLX","Jr","251","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Davis, Drake","Ill","QB,FLX","Fr","252","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Day, Theo","MSU","QB,FLX","Fr","253","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DeSue, Tyler","MD","QB,FLX","Fr","254","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Deal, Taiwan","Wisc","RB,FLX","Sr","255","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Deland, Ethan","Mich","WR,FLX","Fr","256","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Demus, Dontay","MD","WR,FLX","Fr","257","WW","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dorris, Austin","Ind","TE,FLX","Jr","258","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dotson, Jahan","PSU","WR,FLX","Fr","259","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dotson, Malcolm","Purd","WR,FLX","Jr","260","FA","NW Thu 8:00PM","0","0","6","0%","0%","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Downer, Ryan","Rut","WR,FLX","Fr","261","WW","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Duarte, Tate","OHSt","TE,FLX","Sr","262","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dunn, Jack","Wisc","WR,FLX","So","263","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Durham, Payne","Purd","TE,FLX","Fr","264","WW","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edmonds, Nolan","Minn","RB,FLX","Fr","265","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ellis, Bradley","Ind","WR,FLX","Fr","266","WW","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ellison, Noah","Purd","WR,FLX","Fr","267","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Enoli, Madu","OHSt","RB,FLX","So","268","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eschenbach, Jack","Wisc","TE,FLX","Fr","269","WW","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eshoo, Eric","NW","TE,FLX","So","270","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eury, Nick","PSU","RB,FLX","So","271","FA","App Sat 3:30PM","0","0","6","0%","0%","1","0","0","0","0","0","0","0","4","0","0","0","0","0"
"Evans, Samson","Iowa","WR,FLX","Fr","272","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Feldman, Noah","Iowa","TE,FLX","Fr","273","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Felton, David","Ind","WR,FLX","Fr","274","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ferguson, Jake","Wisc","TE,FLX","Fr","275","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ferris, Kenneth","Mich","TE,FLX","Sr","276","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Files, Joseph","Mich","TE,FLX","Sr","277","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fleet-Davis, Tayon","MD","RB,FLX","So","278","FA","Tex Sat 12:00PM","0","0","5","0%","0%","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Flowers, Emmanuel","MSU","WR,FLX,DB","Fr","279","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Folkers, Bennett","Neb","WR,FLX","Fr","280","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Franklin, Benaiah","Purd","WR,FLX","So","281","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Freiermuth, Pat","PSU","TE,FLX","Fr","282","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gajcak, Chris","Ind","WR,FLX","Jr","283","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gardiner, Ellijah","OHSt","WR,FLX","Fr","284","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Garrett, Julian","Mich","RB,FLX","Fr","285","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Geary, Clay","Minn","WR,FLX","So","286","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gebbia, Tristan","Neb","QB,FLX","Fr","287","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Geil, Henry","Iowa","RB,FLX","Fr","288","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"George, Daniel","PSU","WR,FLX","Fr","289","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gianacakos, Chase","MSU","TE,FLX","Sr","290","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gibson, Erik","Minn","WR,FLX","Fr","291","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gill, Jaelen","OHSt","RB,FLX","Fr","292","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gillison, Trenton","MSU","TE,FLX","Fr","293","WW","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gossage, Paul","Minn","WR,FLX","Jr","294","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grady, Kyle","Mich","QB,FLX","Fr","295","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Green, Cade","Wisc","WR,FLX","Fr","296","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Green, Seth","Minn","QB,TE,FLX","So","297","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Green, TJ","NW","QB,FLX","Jr","298","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","1","5","0","0","0","0","0","0","1","0","0","0","0","0"
"Gregoire, Mike","Wisc","WR,FLX","Fr","299","WW","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Groeneweg, Kyle","Iowa","WR,FLX","Sr","300","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grosz, Tyler","Mich","WR,FLX","Sr","301","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Guerendo, Isaac","Wisc","RB,FLX","Fr","302","WW","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hallock, Tanner","MSU","RB,FLX,LB","Fr","303","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hamilton, Tyler","Purd","WR,FLX","Fr","304","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hamler, KJ","PSU","WR,FLX","Fr","305","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hanaoka, Chad","NW","RB,FLX","Sr","306","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","1","0","0","0","0","0","0","0","5","0","0","0","0","0"
"Hanks, Javis","Rut","WR,FLX","Fr","307","WW","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harrell, Deron","Wisc","WR,FLX,DB","Fr","308","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Haskins, Hassan","Mich","RB,FLX","Fr","309","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hausmann, Jake","OHSt","TE,FLX","So","310","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hayek, Tyler","Rut","WR,FLX","Fr","311","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hayes, C.J.","MSU","WR,FLX","Fr","312","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hayes, Ryan","Mich","TE,FLX","Fr","313","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Heald, Braeden","NW","WR,FLX","Fr","314","WW","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hemphill, Austin","Neb","RB,FLX","Jr","315","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hendershot, Peyton","Ind","TE,FLX","Fr","316","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hewitt, Jacolby","Ind","WR,FLX","Fr","317","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hewlett, Joe","Mich","RB,FLX","Sr","318","FA","@ND Sat 7:30PM","0","0","9","0%","0%","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hill-Hunt, Mufi","MSU","TE,FLX,DL","So","319","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hippenhammer, Mac","PSU","WR,FLX","Fr","320","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hoenstine, Alex","PSU","WR,FLX","Fr","321","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
