"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","Bye","% Owned","+/-","GP","Yds","TD","Int","2Pa","Yds","TD","2Rc","Yds","TD","2Ru","FL","RtY","RtT"
"Stampley, Dominic","Ill","WR,FLX","So","485","WW","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stillmunkes, Kordell","Iowa","RB,FLX","Fr","486","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Subbert, Ben","Iowa","TE,FLX","Fr","487","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Suitt, Mason","NW","WR,FLX","Fr","488","WW","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sullivan-Brown, Cam","PSU","WR,FLX","Fr","489","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taylor, Coran","Ill","QB,FLX","Fr","490","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taylor, Kory","Purd","WR,FLX","Fr","491","WW","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taylor, Kurt","Mich","RB,FLX","So","492","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taylor, Prince","Rut","WR,FLX","So","493","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taylor, Reese","Ind","WR,FLX,DB","Fr","494","WW","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Teague, Master","OHSt","RB,FLX","Fr","495","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thomas, Alante","MSU","RB,FLX","So","496","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thomas, Connor","Ind","RB,FLX","So","497","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","3","0","0","0","0","0","0","0","6","0","0","0","0","0"
"Thomas, Drew","Iowa","WR,FLX","Fr","498","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thomas, Dylan","Ill","WR,FLX","Fr","499","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thomas, Johnathan","PSU","RB,FLX","Sr","500","FA","App Sat 3:30PM","0","0","6","0%","0%","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thompson, True","Minn","WR,FLX","So","501","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thurman, Andrew","Neb","WR,FLX","Fr","502","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tirmonia, Jackson","NW","WR,FLX","So","503","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","1","0","0","0","0","5","0","0","0","0","0","0","0","0"
"Tracy, Jr., Tyrone","Iowa","WR,FLX","Fr","504","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trussell, Jess","Purd","TE,FLX","Jr","505","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Turner, Christian","Mich","RB,FLX","Fr","506","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Van Dyne, Harry","Minn","WR,FLX","Fr","507","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Van Dyne, Yale","Minn","WR,FLX","So","508","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"VanSumeren, Ben","Mich","RB,FLX","Fr","509","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vanden Boom, Danny","Wisc","QB,FLX","Fr","510","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vault, Solomon","NW","WR,FLX","Sr","511","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Veingrad, Ryan","Mich","TE,FLX,DL","So","512","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vejvoda, Nate","Iowa","TE,FLX","Jr","513","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wainwright, Muhammad","Rut","TE,FLX,DL","Sr","514","WW","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Walker Jr., Ronnie","Ind","RB,FLX","Fr","515","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Walker, Bobby","Ill","TE,FLX","Jr","516","FA","Kent Sat 12:00PM","0","0","5","0%","0%","3","0","0","0","0","7","0","0","0","0","0","0","5","0"
"Wangler, Jared","Mich","RB,FLX","Sr","517","FA","@ND Sat 7:30PM","0","0","9","0%","0%","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wanner, Coy","Wisc","RB,TE,FLX","Fr","518","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Warner, Kade","Neb","WR,FLX","Fr","519","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Washington, Maurice","Neb","RB,FLX","Fr","520","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Watson, Nakia","Wisc","RB,FLX","Fr","521","WW","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Watt, Dominick","Neb","WR,FLX","Fr","522","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Watts, Jahz","MSU","WR,FLX","Fr","523","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Welde, Christopher","PSU","RB,WR,FLX,DB","Jr","524","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Weller, Justin","PSU","WR,FLX","Fr","525","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"West, Jacob","Mich","QB,FLX,DB","Sr","526","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"White, Brendan","Mich","WR,FLX","Sr","527","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"White, Brendon","OHSt","WR,FLX,DB","So","528","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"White, De'Shawn","OHSt","WR,FLX","So","529","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Whittaker, Jason","NW","QB,FLX","Fr","530","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Williams, Bryce","Minn","RB,FLX","Fr","531","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Williams, Justice","Ill","WR,FLX,LB","Jr","532","FA","Kent Sat 12:00PM","0","0","5","0%","0%","7","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Williams, Mike","Neb","WR,FLX","Jr","533","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wilson, Tru","Mich","RB,FLX","Jr","534","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Witham, Bryce","Minn","TE,FLX","Jr","535","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Witherspoon, Clayton","Minn","TE,FLX","Fr","536","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wittwer, Max","Mich","QB,FLX","Fr","537","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wolf, Chase","Wisc","QB,FLX","Fr","538","WW","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Woods, Paul","Rut","WR,FLX","Fr","539","WW","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Woodyard, Jaron","Neb","WR,FLX","Jr","540","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wormley, Everett","Rut","WR,FLX","So","541","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","3","0","0","0","0","19","0","0","0","0","0","0","0","0"
"Young, Devonte","Iowa","WR,FLX","Jr","542","FA","NIU Sat 3:30PM","0","0","5","0%","0%","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Young, Jack","Mich","WR,FLX","So","543","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zembiec, Jake","PSU","QB,FLX","So","544","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Smith, Brandon","Iowa","WR,FLX","So","545","FA","NIU Sat 3:30PM","-2","-0.67","5","0%","0%","3","0","0","0","0","15","0","0","0","0","0","1","0","0"
